athlete_id,name
4898238,John Poulakidas
4898369,Curtis Jones
4898371,Maxime Raynaud
4900671,Ajay Mitchell
4903027,Cedric Coward
4906923,Bobi Klintman
4909710,Phillip Wheeler
4914336,Shaedon Sharpe
4981257,Gabriel Lundberg
4997526,Ousmane Dieng
4997528,Nikola Jovic
4997536,Gui Santos
4997537,Tristan Vukcevic
4997538,Karlo Matkovic
4997539,Luke Travers
5023693,Tyrese Proctor
5037871,Dylan Harper
5037873,Drake Powell
5041939,Cooper Flagg
5044385,Leonard Miller
5060631,Adou Thiero
5061568,Carter Bryant
5061575,Kon Knueppel
5061589,Yves Missi
5075393,Trevor Hudgins
5081727,Sidy Cissoko
5093267,Collin Murray-Boyles
5099752,Rayan Rupert
5104155,Bilal Coulibaly
5104156,Armel Traore
5104157,Victor Wembanyama
5105550,GG Jackson
5105553,Julian Phillips
5105565,Donovan Clingan
5105592,Cam Whitmore
5105623,Kel'el Ware
5105637,Adem Bona
5105638,Amari Bailey
5105806,Jett Howard
5105839,Brice Sensabaugh
5105977,Rasheer Fleming
5106060,Jarace Walker
5106258,Gradey Dick
5106268,Nae'Qwan Tomlin
5107156,Lachlan Olbrich
5107173,Danny Wolf
5107199,Daniss Jenkins
5107818,Isaac Jones
5107897,Jonathan Mogbo
5108024,Yanic Konan Niederhauser
5112087,Jaylen Wells
5124612,VJ Edgecombe
5144091,Jeremiah Fears
5144126,Will Riley
5157066,Johnny Furphy
5157587,Rocco Zikarsky
5159486,Yongxi Cui
5159895,Yuki Kawamura
5159925,Nikola Topic
5160992,Alex Sarr
5165257,Trentyn Flowers
5167876,Tyler Smith
5170947,AJ Johnson
5174563,Kyshawn George
5174655,Chaney Johnson
5175643,Egor Demin
5175647,Hugo Gonzalez
5176420,Hayden Gray
5177362,Riley Minix
5184018,Maozinha Pereira
5203685,Khaman Maluach
5211175,Zaccharie Risacher
5211176,Tidjane Salaun
5211983,Pacome Dadiet
5211984,Ulrich Chomche
5214637,Noah Penda
5214640,Kasparas Jakucionis
5217746,Yang Hansen
5238230,Tre Johnson
5239561,Jase Richardson
5239590,Liam McNeeley
5242496,Noa Essengue
5242502,Ben Saraf
5279130,Nolan Traore
5279133,Joan Beringer
5289900,Mohamed Diawara
